Nd			Dg			Cq			Cc			H1			Sn
647			2			3			1.0			79			2
462			2			3			1.0			79			2
1001			3			4			1.0			79			3
1312			3			4			1.0			79			3
1327			1			2			1			79			1
1709			10			5			0.33			79			5
464			3			3			0.33			79			3
2041			4			4			0.5			79			3
983			2			3			1.0			79			2
465			2			3			1.0			79			2
467			2			2			0			79			2
468			1			2			1			79			1
605			15			6			0.19			79			5
469			9			4			0.14			79			5
1960			3			3			0.33			79			3
2100			3			4			1.0			79			3
2563			13			6			0.27			79			5
871			2			2			0			79			1
470			1			2			1			79			1
2773			5			4			0.3			79			4
2195			1			2			1			79			1
475			2			2			0			79			2
1116			3			3			0.67			79			2
477			3			3			0.67			79			2
1815			2			3			1.0			79			2
3887			9			4			0.14			79			3
478			10			4			0.24			79			5
974			14			5			0.29			79			5
2333			5			3			0.3			79			4
2414			4			4			0.5			79			3
3687			21			4			0.12			79			5
765			5			3			0.2			79			3
479			2			3			1.0			79			2
4042			3			3			0.33			79			2
965			2			3			1.0			79			2
1087			7			4			0.33			79			4
1378			1			2			1			79			1
2135			7			4			0.29			79			5
3606			3			3			0.67			79			3
482			2			3			1.0			79			2
2356			14			5			0.19			79			5
3547			11			4			0.13			79			4
964			2			2			0			79			2
1739			2			3			1.0			79			2
3430			2			3			1.0			79			2
1084			3			4			1.0			79			3
2491			2			3			1.0			79			2
3620			4			4			0.67			79			3
488			3			4			1.0			79			3
2357			17			6			0.23			79			5
1833			2			3			1.0			79			2
489			2			3			1.0			79			2
2864			3			4			1.0			79			3
491			3			4			1.0			79			3
4109			3			4			1.0			79			3
1270			4			5			1.0			79			4
642			5			3			0.1			79			2
493			1			2			1			79			1
564			2			2			0			79			1
494			1			2			1			79			1
650			1			2			1			79			1
496			12			5			0.27			79			5
1197			4			5			1.0			79			4
2002			6			4			0.27			79			5
2320			8			5			0.29			79			5
2674			10			4			0.29			79			5
2883			7			5			0.43			79			4
1062			4			5			1.0			79			4
1328			7			7			0.71			79			6
1680			6			7			1.0			79			6
1807			7			7			0.71			79			6
2260			4			5			1.0			79			4
2433			5			5			0.6			79			4
2735			6			7			1.0			79			6
2993			8			7			0.57			79			6
4118			6			7			1.0			79			6
2363			5			3			0.2			79			2
499			2			3			1.0			79			2
3005			2			3			1.0			79			2
970			6			4			0.33			79			3
500			4			4			0.5			79			3
1474			5			4			0.4			79			3
1738			1			2			1			79			1
2142			8			4			0.18			79			3
1409			2			3			1.0			79			2
3505			2			3			1.0			79			2
502			1			2			1			79			1
503			1			2			1			79			1
505			5			5			0.7			79			4
816			4			5			1.0			79			4
1596			5			4			0.3			79			3
506			1			2			1			79			1
3334			4			3			0.17			79			2
507			1			2			1			79			1
709			6			4			0.33			79			3
1268			2			3			1.0			79			2
509			1			2			1			79			1
510			3			4			1.0			79			3
3636			8			4			0.21			79			4
2238			8			6			0.46			79			5
4035			7			5			0.38			79			5
512			1			2			1			79			1
513			2			3			1.0			79			2
2443			2			3			1.0			79			2
572			3			4			1.0			79			3
514			6			4			0.2			79			3
2168			1			2			1			79			1
2419			1			2			1			79			1
770			11			12			1.0			79			11
515			15			12			0.85			79			11
786			15			12			0.85			79			11
1035			15			12			0.85			79			11
1319			18			12			0.68			79			11
1368			11			12			1.0			79			11
1408			24			12			0.41			79			11
1532			31			12			0.37			79			11
1781			14			12			0.77			79			11
2514			15			12			0.85			79			11
2820			14			12			0.77			79			11
3152			11			12			1.0			79			11
3156			21			12			0.56			79			11
3272			20			12			0.52			79			11
3500			11			12			1.0			79			11
3561			11			12			1.0			79			11
3421			1			2			1			79			1
668			2			2			0			79			2
517			9			3			0.11			79			4
1645			7			5			0.48			79			4
2103			2			3			1.0			79			2
2504			7			3			0.19			79			4
4129			15			4			0.1			79			4
518			2			3			1.0			79			2
3734			11			7			0.44			79			6
521			3			3			0.67			79			3
522			1			2			1			79			1
3647			6			6			0.73			79			5
523			2			3			1.0			79			2
836			2			3			1.0			79			2
1196			3			3			0.33			79			2
525			3			4			1.0			79			3
1787			3			4			1.0			79			3
3801			10			4			0.16			79			5
1043			5			5			0.8			79			4
527			3			4			1.0			79			3
2420			5			5			0.8			79			4
3450			3			3			0.33			79			3
539			5			4			0.4			79			4
529			15			4			0.12			79			4
862			6			4			0.33			79			3
977			3			4			1.0			79			3
1271			1			2			1			79			1
1276			2			2			0			79			2
1301			2			3			1.0			79			2
1415			1			2			1			79			1
1688			2			3			1.0			79			2
3150			2			3			1.0			79			2
3578			3			4			1.0			79			3
3722			1			2			1			79			1
3888			8			4			0.29			79			4
4144			4			5			1.0			79			4
535			3			4			1.0			79			3
536			3			4			1.0			79			3
590			7			4			0.29			79			3
537			5			4			0.5			79			3
792			6			4			0.27			79			3
2010			3			4			1.0			79			3
3222			2			3			1.0			79			2
2223			2			3			1.0			79			2
3759			5			3			0.2			79			3
540			1			2			1			79			1
939			1			2			1			79			1
1977			2			3			1.0			79			2
4157			2			3			1.0			79			2
2338			4			3			0.17			79			2
543			2			3			1.0			79			2
4136			9			4			0.17			79			3
545			1			2			1			79			1
546			2			3			1.0			79			2
854			2			3			1.0			79			2
2429			10			4			0.2			79			4
2955			3			4			1.0			79			3
3115			4			4			0.67			79			3
562			4			5			1.0			79			4
1577			3			4			1.0			79			3
2198			2			3			1.0			79			2
2235			3			4			1.0			79			3
3095			4			3			0.5			79			2
3341			3			4			1.0			79			3
3436			3			4			1.0			79			3
3594			10			5			0.31			79			5
3791			4			5			1.0			79			4
1808			2			3			1.0			79			2
550			3			3			0.67			79			2
1934			3			3			0.67			79			2
551			1			2			1			79			1
552			2			3			1.0			79			2
1150			1			2			1			79			1
553			5			3			0.2			79			2
1958			2			3			1.0			79			2
2038			3			3			0.67			79			2
2943			2			3			1.0			79			2
1660			6			5			0.47			79			5
554			2			2			0			79			1
2743			1			2			1			79			1
2407			2			3			1.0			79			2
555			2			3			1.0			79			2
4024			4			3			0.33			79			2
556			1			2			1			79			1
2889			1			2			1			79			1
560			9			5			0.22			79			4
1317			1			2			1			79			1
1528			8			3			0.14			79			4
2614			8			5			0.32			79			4
3406			6			4			0.27			79			4
3512			11			5			0.16			79			4
3517			5			4			0.4			79			4
757			1			2			1			79			1
561			6			3			0.07			79			3
2553			4			2			0			79			2
3822			1			2			1			79			1
563			4			5			1.0			79			4
3885			5			3			0.3			79			4
566			8			5			0.36			79			5
1235			2			3			1.0			79			2
1295			2			3			1.0			79			2
1401			18			6			0.2			79			6
1246			6			3			0.2			79			4
567			1			2			1			79			1
569			2			3			1.0			79			2
617			20			21			1.0			79			20
570			35			21			0.34			79			20
706			20			21			1.0			79			20
886			20			21			1.0			79			20
960			1			2			1			79			1
1026			3			4			1.0			79			3
1053			1			2			1			79			1
1060			20			21			1.0			79			20
1117			7			5			0.48			79			4
1188			20			21			1.0			79			20
1203			3			4			1.0			79			3
1238			20			21			1.0			79			20
1496			3			4			1.0			79			3
1604			2			3			1.0			79			2
1642			20			21			1.0			79			20
1697			1			2			1			79			1
1778			20			21			1.0			79			20
1998			20			21			1.0			79			20
2734			10			4			0.11			79			4
2857			20			21			1.0			79			20
3055			20			21			1.0			79			20
3088			20			21			1.0			79			20
3319			20			21			1.0			79			20
3492			20			21			1.0			79			20
3551			20			21			1.0			79			20
3626			20			21			1.0			79			20
3695			2			3			1.0			79			2
3763			20			21			1.0			79			20
3946			22			4			0.03			79			5
1171			6			3			0.2			79			4
2957			3			4			1.0			79			3
3345			2			3			1.0			79			2
3837			3			4			1.0			79			3
575			3			3			0.67			79			3
1557			7			4			0.24			79			3
576			3			4			1.0			79			3
2886			9			4			0.22			79			3
578			2			3			1.0			79			2
2893			4			3			0.5			79			2
769			3			4			1.0			79			3
1405			4			4			0.67			79			3
1978			3			4			1.0			79			3
2355			2			3			1.0			79			2
1207			2			3			1.0			79			2
581			2			3			1.0			79			2
825			16			12			0.75			79			11
582			11			12			1.0			79			11
1123			16			12			0.75			79			11
1285			11			12			1.0			79			11
1336			11			12			1.0			79			11
1439			16			12			0.75			79			11
2110			16			12			0.75			79			11
3101			11			12			1.0			79			11
3595			25			12			0.41			79			11
3963			11			12			1.0			79			11
4007			16			12			0.75			79			11
583			2			3			1.0			79			2
905			3			4			1.0			79			3
584			4			4			0.67			79			3
2424			4			4			0.67			79			3
1964			1			2			1			79			1
3380			3			3			0.33			79			2
588			3			4			1.0			79			3
3861			3			4			1.0			79			3
1304			2			3			1.0			79			2
589			3			3			0.33			79			2
2531			2			3			1.0			79			2
2800			2			2			0			79			2
2209			2			3			1.0			79			2
3678			3			3			0.33			79			2
3644			2			2			0			79			1
592			1			2			1			79			1
593			1			2			1			79			1
1027			6			5			0.6			79			4
598			1			2			1			79			1
600			1			2			1			79			1
602			2			3			1.0			79			2
3335			2			3			1.0			79			2
603			2			3			1.0			79			2
3027			2			3			1.0			79			2
724			10			4			0.22			79			4
604			3			4			1.0			79			3
2211			12			4			0.14			79			4
4102			7			4			0.33			79			4
696			2			3			1.0			79			2
1533			4			3			0.33			79			3
2134			5			6			1.0			79			5
2309			2			3			1.0			79			2
2383			3			4			1.0			79			3
2684			5			6			1.0			79			5
3493			3			3			0.67			79			2
3749			6			4			0.33			79			4
3969			3			4			1.0			79			3
4137			2			3			1.0			79			2
735			9			6			0.5			79			5
1435			3			4			1.0			79			3
2194			4			5			1.0			79			4
2885			5			5			0.8			79			4
3132			4			5			1.0			79			4
640			1			2			1			79			1
608			3			2			0			79			1
851			6			3			0.13			79			2
2512			1			2			1			79			1
1870			5			3			0.1			79			2
609			1			2			1			79			1
2552			4			3			0.17			79			2
610			1			2			1			79			1
611			1			2			1			79			1
829			2			3			1.0			79			2
613			8			4			0.18			79			3
1749			9			6			0.64			79			5
1932			3			3			0.67			79			2
2482			4			3			0.33			79			3
3205			1			2			1			79			1
3682			1			2			1			79			1
614			2			3			1.0			79			2
3370			3			3			0.67			79			2
615			1			2			1			79			1
616			3			4			1.0			79			3
1954			5			4			0.4			79			3
2008			3			4			1.0			79			3
1595			7			5			0.43			79			4
618			3			4			1.0			79			3
1931			10			5			0.36			79			4
2548			4			4			0.67			79			3
793			10			4			0.31			79			4
953			8			4			0.14			79			5
987			6			4			0.6			79			4
1508			6			4			0.6			79			4
1701			2			3			1.0			79			2
2546			6			3			0.13			79			3
3042			7			4			0.24			79			5
3416			20			4			0.18			79			6
3569			5			3			0.3			79			4
621			1			2			1			79			1
868			4			4			0.83			79			3
944			3			4			1.0			79			3
1644			9			4			0.28			79			4
1661			12			4			0.2			79			4
3915			7			4			0.24			79			4
623			3			4			1.0			79			3
2900			3			4			1.0			79			3
626			4			3			0.5			79			3
625			2			3			1.0			79			2
1524			5			3			0.2			79			3
629			1			2			1			79			1
646			10			4			0.18			79			4
630			2			3			1.0			79			2
2557			7			3			0.24			79			4
631			4			4			0.5			79			3
2664			3			4			1.0			79			3
3525			3			2			0			79			3
3667			3			4			1.0			79			3
1654			11			8			0.49			79			7
632			3			4			1.0			79			3
1502			3			4			1.0			79			3
633			3			4			1.0			79			3
1962			3			4			1.0			79			3
3160			6			3			0.13			79			3
637			2			3			1.0			79			2
2624			2			3			1.0			79			2
638			1			2			1			79			1
641			3			4			1.0			79			3
2298			3			4			1.0			79			3
929			2			3			1.0			79			2
2460			2			3			1.0			79			2
3106			1			2			1			79			1
1361			2			3			1.0			79			2
643			3			3			0.33			79			2
1646			1			2			1			79			1
644			1			2			1			79			1
2046			4			2			0			79			3
645			1			2			1			79			1
1168			13			3			0.05			79			4
1694			5			4			0.4			79			3
3390			2			3			1.0			79			2
649			3			3			0.33			79			2
3303			3			3			0.33			79			2
3570			2			3			1.0			79			2
651			2			3			1.0			79			2
652			3			4			1.0			79			3
3321			3			4			1.0			79			3
3797			3			4			1.0			79			3
653			3			3			0.33			79			2
2028			2			3			1.0			79			2
1490			4			3			0.33			79			2
654			2			3			1.0			79			2
4070			2			3			1.0			79			2
655			1			2			1			79			1
656			1			2			1			79			1
657			13			5			0.27			79			6
1586			4			4			0.67			79			4
2139			45			7			0.07			79			6
2519			21			6			0.21			79			6
3504			17			5			0.12			79			4
3617			6			4			0.33			79			4
3805			3			4			1.0			79			3
4050			10			4			0.29			79			4
4074			13			4			0.14			79			5
659			4			4			0.83			79			3
2247			3			4			1.0			79			3
3063			4			4			0.83			79			3
694			5			4			0.4			79			3
660			3			4			1.0			79			3
2105			3			4			1.0			79			3
3894			3			4			1.0			79			3
1622			5			4			0.7			79			4
2336			4			4			0.67			79			4
1918			3			4			1.0			79			3
662			3			4			1.0			79			3
722			4			5			1.0			79			4
663			4			5			1.0			79			4
3004			4			5			1.0			79			4
4061			8			5			0.36			79			4
2018			8			5			0.54			79			4
664			5			5			0.8			79			4
3761			4			5			1.0			79			4
4040			3			4			1.0			79			3
4087			8			5			0.5			79			4
2524			2			3			1.0			79			2
665			2			3			1.0			79			2
2532			4			3			0.33			79			3
669			4			5			1.0			79			4
1984			13			5			0.18			79			4
3186			4			5			1.0			79			4
1480			3			4			1.0			79			3
670			4			4			0.67			79			3
2136			8			4			0.25			79			3
2770			2			3			1.0			79			2
3571			3			4			1.0			79			3
849			3			3			0.67			79			2
671			5			4			0.4			79			3
1763			13			5			0.17			79			4
2653			3			4			1.0			79			3
3413			6			3			0.2			79			2
4076			3			4			1.0			79			3
673			2			3			1.0			79			2
1558			2			3			1.0			79			2
1424			1			2			1			79			1
1483			7			3			0.14			79			5
1518			1			2			1			79			1
2668			1			2			1			79			1
2951			3			3			0.33			79			3
764			10			4			0.22			79			4
677			1			2			1			79			1
961			1			2			1			79			1
679			5			4			0.5			79			3
1399			2			3			1.0			79			2
2137			3			4			1.0			79			3
3886			5			4			0.4			79			3
879			8			6			0.57			79			5
680			9			5			0.33			79			4
1164			2			3			1.0			79			2
1212			8			6			0.57			79			5
1816			7			5			0.38			79			4
1846			5			5			0.7			79			4
2778			4			5			1.0			79			4
3852			4			4			0.67			79			4
4116			2			3			1.0			79			2
681			3			3			0.33			79			2
2837			2			2			0			79			1
3302			2			3			1.0			79			2
852			3			4			1.0			79			3
1140			3			4			1.0			79			3
1641			4			3			0.33			79			3
2006			1			2			1			79			1
2507			1			2			1			79			1
2511			8			4			0.18			79			3
3459			3			3			0.33			79			3
1315			4			4			0.67			79			3
683			2			3			1.0			79			2
3417			5			4			0.4			79			3
686			3			4			1.0			79			3
684			3			4			1.0			79			3
1769			18			4			0.11			79			4
685			2			3			1.0			79			2
785			6			6			0.87			79			5
687			5			6			1.0			79			5
858			6			6			0.87			79			5
2876			9			6			0.53			79			5
2888			9			6			0.53			79			5
689			1			2			1			79			1
1110			3			4			1.0			79			3
690			3			4			1.0			79			3
1442			10			4			0.18			79			3
2881			3			4			1.0			79			3
863			3			4			1.0			79			3
691			3			4			1.0			79			3
864			4			4			0.67			79			3
860			5			5			0.7			79			4
693			4			5			1.0			79			4
1589			4			3			0.33			79			3
2797			2			3			1.0			79			2
695			3			4			1.0			79			3
697			2			3			1.0			79			2
3808			15			5			0.17			79			4
698			1			2			1			79			1
1020			2			2			0			79			2
699			3			3			0.33			79			2
3899			7			3			0.14			79			3
4008			4			3			0.33			79			2
2689			2			3			1.0			79			2
2995			2			3			1.0			79			2
701			2			3			1.0			79			2
1355			4			5			1.0			79			4
702			4			5			1.0			79			4
3009			6			5			0.47			79			4
4154			4			5			1.0			79			4
859			2			3			1.0			79			2
703			3			3			0.67			79			2
1993			3			3			0.67			79			2
2404			5			3			0.2			79			2
2470			1			2			1			79			1
4150			1			2			1			79			1
2708			4			5			1.0			79			4
3228			3			4			1.0			79			3
1979			1			2			1			79			1
1696			2			3			1.0			79			2
710			2			3			1.0			79			2
711			4			4			0.5			79			3
2874			3			4			1.0			79			3
3991			6			4			0.2			79			3
3775			2			3			1.0			79			2
2585			2			3			1.0			79			2
714			2			3			1.0			79			2
715			1			2			1			79			1
716			1			2			1			79			1
2184			3			3			0.33			79			2
2308			2			3			1.0			79			2
3336			4			3			0.33			79			3
718			8			4			0.36			79			5
3879			3			4			1.0			79			3
719			5			3			0.2			79			2
2072			2			3			1.0			79			2
2232			1			2			1			79			1
3513			2			3			1.0			79			2
721			3			4			1.0			79			3
723			2			3			1.0			79			2
1233			1			2			1			79			1
1375			3			4			1.0			79			3
1885			2			3			1.0			79			2
2240			3			4			1.0			79			3
3062			4			5			1.0			79			4
725			4			5			1.0			79			4
3239			10			4			0.22			79			4
726			2			3			1.0			79			2
794			2			2			0			79			1
729			1			2			1			79			1
732			4			3			0.17			79			2
930			2			2			0			79			2
1029			2			3			1.0			79			2
1153			3			4			1.0			79			3
2871			3			4			1.0			79			3
2855			4			5			1.0			79			4
2841			2			3			1.0			79			2
3932			4			3			0.33			79			3
1311			2			3			1.0			79			2
1927			2			3			1.0			79			2
2127			11			5			0.2			79			5
2700			2			3			1.0			79			2
3584			7			5			0.48			79			5
3218			1			2			1			79			1
745			2			2			0			79			1
756			2			3			1.0			79			2
790			7			8			1.0			79			7
2374			7			8			1.0			79			7
2621			3			3			0.67			79			3
2731			7			8			1.0			79			7
3069			1			2			1			79			1
3136			7			8			1.0			79			7
3499			7			8			1.0			79			7
3938			8			8			0.75			79			7
748			1			2			1			79			1
749			3			3			0.33			79			2
3018			5			3			0.2			79			2
870			2			3			1.0			79			2
751			12			3			0.05			79			4
1111			2			3			1.0			79			2
3397			1			2			1			79			1
3559			11			4			0.16			79			4
3683			2			3			1.0			79			2
3817			7			3			0.14			79			4
3973			5			5			0.6			79			4
1910			10			4			0.22			79			3
752			1			2			1			79			1
759			3			4			1.0			79			3
3057			3			4			1.0			79			3
2805			2			3			1.0			79			2
760			2			3			1.0			79			2
3537			5			3			0.1			79			2
2842			5			4			0.3			79			3
761			1			2			1			79			1
1016			5			3			0.2			79			2
762			2			2			0			79			2
2861			3			4			1.0			79			3
763			3			4			1.0			79			3
3721			3			4			1.0			79			3
1081			3			4			1.0			79			3
1201			6			4			0.53			79			4
1975			11			4			0.22			79			3
2001			2			3			1.0			79			2
2377			3			4			1.0			79			3
2748			2			3			1.0			79			2
2992			6			4			0.4			79			3
924			2			3			1.0			79			2
766			2			3			1.0			79			2
767			2			3			1.0			79			2
3146			2			3			1.0			79			2
772			1			2			1			79			1
2832			8			3			0.18			79			3
4071			1			2			1			79			1
3707			1			2			1			79			1
778			2			3			1.0			79			2
3034			2			3			1.0			79			2
781			2			3			1.0			79			2
3941			4			3			0.17			79			2
782			2			3			1.0			79			2
784			2			3			1.0			79			2
2936			4			5			1.0			79			4
938			4			5			1.0			79			4
787			4			5			1.0			79			4
2569			7			5			0.43			79			4
3113			4			5			1.0			79			4
3226			2			3			1.0			79			2
788			2			3			1.0			79			2
3585			8			3			0.11			79			2
3133			6			4			0.27			79			3
789			3			3			0.33			79			3
3144			8			3			0.07			79			3
3742			4			3			0.33			79			3
791			7			5			0.48			79			4
2540			4			5			1.0			79			4
2543			4			5			1.0			79			4
3668			3			4			1.0			79			3
2818			2			3			1.0			79			2
1299			4			4			0.67			79			3
1876			2			3			1.0			79			2
3025			5			4			0.4			79			3
3414			3			4			1.0			79			3
3709			6			4			0.47			79			4
795			2			3			1.0			79			2
2933			4			3			0.33			79			3
1274			1			2			1			79			1
2228			2			3			1.0			79			2
3116			2			3			1.0			79			2
799			1			2			1			79			1
937			2			3			1.0			79			2
1691			3			4			1.0			79			3
801			3			4			1.0			79			3
1988			7			4			0.24			79			3
3961			2			2			0			79			2
4085			2			2			0			79			2
803			3			4			1.0			79			3
1322			3			4			1.0			79			3
804			3			3			0.33			79			2
1762			4			3			0.17			79			3
1841			3			3			0.33			79			2
1199			12			5			0.29			79			5
805			3			4			1.0			79			3
3947			5			4			0.4			79			3
1865			4			3			0.33			79			2
806			2			3			1.0			79			2
1450			1			2			1			79			1
1871			2			3			1.0			79			2
2961			1			2			1			79			1
3656			3			3			0.33			79			2
4132			1			2			1			79			1
831			3			3			0.33			79			2
1293			6			4			0.4			79			3
1851			1			2			1			79			1
2480			4			3			0.17			79			3
2481			6			4			0.4			79			4
2525			2			3			1.0			79			2
2610			4			3			0.17			79			3
3040			1			2			1			79			1
3073			4			4			0.5			79			3
3465			2			3			1.0			79			2
3735			2			3			1.0			79			2
3813			2			2			0			79			2
4049			4			3			0.33			79			3
810			2			3			1.0			79			2
812			2			3			1.0			79			2
3524			2			3			1.0			79			2
1130			5			3			0.1			79			3
813			5			3			0.1			79			3
3856			1			2			1			79			1
814			2			3			1.0			79			2
815			3			4			1.0			79			3
2651			3			4			1.0			79			3
948			1			2			1			79			1
2294			4			3			0.5			79			3
2577			7			4			0.24			79			3
2872			1			2			1			79			1
2920			1			2			1			79			1
3291			9			5			0.19			79			5
3929			1			2			1			79			1
818			1			2			1			79			1
821			1			2			1			79			1
822			1			2			1			79			1
1505			3			2			0			79			1
823			1			2			1			79			1
2396			10			11			1.0			79			10
3166			10			11			1.0			79			10
3308			10			11			1.0			79			10
3483			10			11			1.0			79			10
4015			10			11			1.0			79			10
1616			5			4			0.5			79			3
826			8			4			0.21			79			3
2398			3			3			0.67			79			2
3031			3			4			1.0			79			3
3072			3			4			1.0			79			3
3364			5			3			0.2			79			2
830			5			4			0.4			79			3
1225			7			3			0.19			79			5
1719			4			3			0.33			79			3
2259			10			5			0.24			79			4
2386			2			3			1.0			79			2
3016			3			3			0.67			79			3
3257			4			4			0.5			79			3
835			2			3			1.0			79			2
839			3			3			0.33			79			3
2176			7			5			0.48			79			4
842			4			4			0.5			79			3
891			3			4			1.0			79			3
2836			3			4			1.0			79			3
3768			3			4			1.0			79			3
3892			3			4			1.0			79			3
2106			4			2			0			79			2
2056			2			3			1.0			79			2
843			2			3			1.0			79			2
1383			3			4			1.0			79			3
844			3			4			1.0			79			3
3473			3			4			1.0			79			3
1156			5			4			0.6			79			3
1402			7			4			0.24			79			3
2109			6			4			0.27			79			3
3214			2			3			1.0			79			2
1224			2			3			1.0			79			2
850			2			3			1.0			79			2
1136			3			3			0.33			79			2
1205			3			3			0.67			79			2
1485			3			3			0.67			79			2
3320			2			3			1.0			79			2
853			2			2			0			79			2
1286			3			3			0.33			79			2
855			6			3			0.13			79			2
1444			4			3			0.33			79			2
1937			4			3			0.33			79			2
2878			1			2			1			79			1
3299			2			3			1.0			79			2
856			1			2			1			79			1
857			3			3			0.33			79			2
1923			2			3			1.0			79			2
861			1			2			1			79			1
982			4			3			0.17			79			3
1223			2			3			1.0			79			2
3255			3			3			0.33			79			3
3323			6			5			0.73			79			4
3959			8			5			0.5			79			4
1263			5			4			0.4			79			4
1112			2			3			1.0			79			2
2020			1			2			1			79			1
3333			2			3			1.0			79			2
3700			4			3			0.17			79			2
3717			2			3			1.0			79			2
3948			3			3			0.33			79			2
3992			5			3			0.2			79			2
872			1			2			1			79			1
966			3			3			0.33			79			2
873			1			2			1			79			1
2649			1			2			1			79			1
875			1			2			1			79			1
877			4			5			1.0			79			4
2274			4			5			1.0			79			4
3032			4			5			1.0			79			4
1973			4			4			0.5			79			3
2544			4			3			0.33			79			3
2956			4			4			0.5			79			3
3360			3			4			1.0			79			3
3910			4			4			0.67			79			3
2755			7			6			0.67			79			5
2759			5			5			0.7			79			4
880			3			4			1.0			79			3
1746			5			4			0.5			79			3
881			1			2			1			79			1
2884			6			3			0.13			79			3
882			1			2			1			79			1
884			2			3			1.0			79			2
3117			2			3			1.0			79			2
1626			3			4			1.0			79			3
885			3			4			1.0			79			3
1752			3			4			1.0			79			3
887			1			2			1			79			1
888			3			4			1.0			79			3
2065			8			4			0.21			79			3
3266			3			4			1.0			79			3
889			1			2			1			79			1
890			4			4			0.67			79			4
1362			7			4			0.43			79			4
2473			6			5			0.6			79			4
1668			6			5			0.47			79			4
3455			4			5			1.0			79			4
2140			3			3			0.67			79			2
893			2			3			1.0			79			2
3438			9			4			0.19			79			3
894			2			3			1.0			79			2
1245			4			4			0.67			79			3
895			6			4			0.27			79			3
2112			1			2			1			79			1
2824			4			4			0.5			79			3
3603			2			3			1.0			79			2
896			3			4			1.0			79			3
2846			3			4			1.0			79			3
3307			3			4			1.0			79			3
917			3			4			1.0			79			3
897			3			4			1.0			79			3
2556			3			4			1.0			79			3
2087			1			2			1			79			1
898			2			2			0			79			1
2206			2			2			0			79			1
899			2			3			1.0			79			2
1382			5			3			0.4			79			2
900			2			3			1.0			79			2
3165			5			3			0.4			79			2
901			3			3			0.33			79			2
3816			5			3			0.2			79			2
3998			1			2			1			79			1
1419			1			2			1			79			1
904			4			3			0.17			79			2
1755			3			2			0			79			1
4100			2			3			1.0			79			2
1163			1			2			1			79			1
906			7			3			0.19			79			5
1864			13			5			0.18			79			5
2107			2			3			1.0			79			2
907			6			4			0.33			79			3
2780			3			4			1.0			79			3
3702			2			3			1.0			79			2
3806			4			4			0.67			79			3
4147			2			3			1.0			79			2
1176			3			4			1.0			79			3
908			4			4			0.5			79			3
1512			3			4			1.0			79			3
1838			3			4			1.0			79			3
3767			4			4			0.5			79			3
909			2			3			1.0			79			2
2024			4			3			0.33			79			3
911			1			2			1			79			1
914			8			5			0.36			79			5
1735			2			2			0			79			1
3718			1			2			1			79			1
919			1			2			1			79			1
1070			1			2			1			79			1
3677			1			2			1			79			1
921			2			2			0			79			1
1805			3			4			1.0			79			3
1647			1			2			1			79			1
928			4			3			0.17			79			2
2027			3			3			0.33			79			2
2570			2			3			1.0			79			2
4059			2			3			1.0			79			2
931			1			2			1			79			1
978			4			5			1.0			79			4
1120			4			5			1.0			79			4
1546			4			5			1.0			79			4
936			1			2			1			79			1
1202			3			3			0.67			79			3
1492			1			2			1			79			1
2012			6			5			0.67			79			5
2303			3			4			1.0			79			3
3098			4			4			0.5			79			4
941			1			2			1			79			1
1963			1			2			1			79			1
2035			1			2			1			79			1
3890			5			4			0.5			79			4
1828			3			4			1.0			79			3
2596			3			4			1.0			79			3
945			1			2			1			79			1
2679			2			2			0			79			1
946			1			2			1			79			1
949			4			3			0.5			79			3
3176			2			3			1.0			79			2
950			2			3			1.0			79			2
1830			2			2			0			79			1
3296			3			3			0.33			79			2
2108			1			2			1			79			1
959			1			2			1			79			1
962			2			3			1.0			79			2
3039			4			4			0.67			79			4
2566			9			5			0.31			79			5
1753			6			4			0.33			79			3
968			3			4			1.0			79			3
2182			9			4			0.14			79			3
969			3			4			1.0			79			3
3123			2			3			1.0			79			2
2498			2			3			1.0			79			2
3440			2			3			1.0			79			2
3619			2			3			1.0			79			2
1023			4			5			1.0			79			4
2389			4			5			1.0			79			4
3930			3			4			1.0			79			3
4016			11			5			0.22			79			5
3093			5			4			0.7			79			4
3693			4			4			0.67			79			4
1236			8			9			1.0			79			8
1759			8			9			1.0			79			8
2162			8			9			1.0			79			8
2899			8			9			1.0			79			8
3180			8			9			1.0			79			8
4044			8			9			1.0			79			8
3703			3			2			0			79			2
979			2			3			1.0			79			2
3554			4			3			0.5			79			2
2250			2			3			1.0			79			2
3001			1			2			1			79			1
4011			2			3			1.0			79			2
1970			2			2			0			79			1
3340			6			3			0.13			79			2
985			1			2			1			79			1
986			10			4			0.29			79			5
1702			3			4			1.0			79			3
2595			2			3			1.0			79			2
2620			3			4			1.0			79			3
3844			3			3			0.67			79			2
1712			6			4			0.33			79			3
988			2			3			1.0			79			2
1901			10			4			0.2			79			3
1183			6			7			1.0			79			6
989			6			7			1.0			79			6
1957			6			7			1.0			79			6
2297			6			7			1.0			79			6
2339			9			7			0.47			79			6
2526			11			7			0.36			79			6
2763			7			7			0.71			79			6
3070			2			3			1.0			79			2
992			2			3			1.0			79			2
993			1			2			1			79			1
1194			4			4			0.5			79			3
995			3			4			1.0			79			3
4001			3			4			1.0			79			3
1239			6			5			0.6			79			5
2901			1			2			1			79			1
3131			3			4			1.0			79			3
3247			3			4			1.0			79			3
2170			8			5			0.36			79			5
997			4			5			1.0			79			4
2897			4			5			1.0			79			4
