Nd			Dg			Cq			Cc			H1			Sn
152701			3			3			0.33			841			3
153069			3			3			0.67			841			3
157726			3			3			0.33			841			3
159341			2			2			0			841			2
160334			2			3			1.0			841			2
177608			1			2			1			841			1
185896			2			3			1.0			841			2
186742			2			3			1.0			841			2
917			15			3			0.13			841			8
918			6			3			0.4			841			6
4894			12			3			0.03			841			5
11868			13			3			0.24			841			8
29384			12			3			0.15			841			8
31971			6			3			0.13			841			6
34816			14			3			0.22			841			8
38826			15			4			0.17			841			8
63733			11			3			0.2			841			8
82343			6			3			0.13			841			6
89768			14			3			0.24			841			8
97497			6			3			0.13			841			6
113483			8			3			0.18			841			8
118514			13			3			0.1			841			8
139622			9			3			0.33			841			8
24324			9			3			0.19			841			8
24325			15			3			0.1			841			8
31992			14			3			0.11			841			8
63654			13			3			0.13			841			8
919			3			4			1.0			841			3
920			6			4			0.47			841			3
55899			7			4			0.48			841			3
71355			4			4			0.83			841			3
1997			26			4			0.09			841			7
80445			4			2			0			841			2
80818			6			4			0.4			841			3
921			8			3			0.04			841			2
922			1			2			1			841			1
937			1			2			1			841			1
938			1			2			1			841			1
1010			1			2			1			841			1
1207			1			2			1			841			1
1218			1			2			1			841			1
83943			20			4			0.12			841			4
97415			17			4			0.13			841			4
923			13			3			0.06			841			4
924			2			3			1.0			841			2
27041			23			4			0.07			841			5
32192			31			4			0.06			841			5
64570			10			3			0.07			841			5
72810			3			3			0.33			841			3
77039			1			2			1			841			1
110559			3			2			0			841			3
143270			2			3			1.0			841			2
163927			1			2			1			841			1
163928			1			2			1			841			1
165044			2			2			0			841			2
182139			1			2			1			841			1
925			26			5			0.12			841			10
926			14			4			0.09			841			7
939			4			3			0.17			841			3
942			12			4			0.08			841			5
945			9			4			0.08			841			4
960			19			5			0.2			841			7
961			46			5			0.04			841			10
962			9			5			0.25			841			5
971			2			2			0			841			2
4230			78			6			0.07			841			12
8959			16			3			0.07			841			5
13422			4			3			0.17			841			3
15812			28			4			0.05			841			8
20395			24			5			0.13			841			10
21311			4			4			0.5			841			4
21324			4			4			0.5			841			3
38428			15			4			0.1			841			7
44414			21			3			0.06			841			6
77924			6			3			0.27			841			5
139099			2			3			1.0			841			2
18784			6			3			0.2			841			5
40894			8			4			0.21			841			7
93744			2			2			0			841			2
112443			16			3			0.1			841			7
136945			6			3			0.27			841			5
154112			5			3			0.3			841			5
927			37			4			0.01			841			4
928			27			4			0.08			841			4
12296			6			2			0			841			2
33642			10			3			0.02			841			4
43542			3			2			0			841			2
47303			3			2			0			841			2
47304			5			2			0			841			2
47447			3			2			0			841			3
47448			3			2			0			841			2
86111			3			2			0			841			2
90515			3			2			0			841			2
95552			17			4			0.15			841			5
121556			2			2			0			841			2
122462			3			2			0			841			2
128861			6			2			0			841			2
128862			2			2			0			841			2
128863			3			2			0			841			3
128865			3			2			0			841			3
128868			3			2			0			841			2
128915			3			2			0			841			3
128917			3			2			0			841			3
128923			3			2			0			841			2
138776			7			4			0.29			841			4
145171			4			3			0.17			841			4
146335			4			3			0.17			841			4
146339			4			3			0.17			841			4
146342			4			3			0.17			841			4
152079			3			3			0.67			841			3
165946			1			2			1			841			1
173801			2			2			0			841			2
184488			1			2			1			841			1
184489			1			2			1			841			1
184503			1			2			1			841			1
184504			1			2			1			841			1
184507			1			2			1			841			1
16736			8			3			0.04			841			4
45490			6			4			0.4			841			4
51247			3			3			0.33			841			3
57649			25			4			0.08			841			4
63926			5			3			0.2			841			3
74694			37			3			0.01			841			4
78811			6			3			0.07			841			4
83796			4			3			0.67			841			3
112555			6			3			0.07			841			2
114896			8			3			0.14			841			3
116978			6			3			0.07			841			3
122048			4			3			0.33			841			3
128194			4			3			0.17			841			3
139455			3			3			0.67			841			3
140420			5			4			0.3			841			4
152065			2			3			1.0			841			2
152066			8			3			0.14			841			3
152067			4			3			0.17			841			3
152068			2			3			1.0			841			2
152070			3			3			0.33			841			2
152096			2			3			1.0			841			2
152097			3			3			0.33			841			2
929			14			3			0.02			841			3
930			3			3			0.67			841			3
23918			13			2			0			841			3
33655			3			2			0			841			1
39285			16			3			0.02			841			4
44950			34			4			0.06			841			5
46458			4			3			0.17			841			2
46464			2			3			1.0			841			2
49501			2			2			0			841			2
54954			4			2			0			841			2
55072			5			3			0.2			841			3
108517			3			2			0			841			2
121525			3			2			0			841			2
127083			3			2			0			841			2
181947			3			2			0			841			2
54946			7			3			0.05			841			3
125133			1			2			1			841			1
60628			5			3			0.1			841			4
85029			2			2			0			841			2
86514			8			4			0.14			841			4
106879			6			3			0.27			841			4
2138			38			3			0.03			841			17
3227			28			7			0.16			841			20
4377			65			6			0.06			841			26
5828			26			5			0.1			841			14
6131			53			7			0.12			841			26
6793			30			5			0.07			841			22
9195			37			4			0.03			841			21
13081			21			6			0.13			841			15
15014			56			6			0.09			841			26
17939			23			4			0.09			841			10
18444			25			6			0.14			841			21
21848			34			7			0.11			841			26
24252			35			4			0.02			841			8
24805			52			5			0.05			841			26
25210			20			5			0.13			841			17
26223			17			5			0.1			841			10
30402			67			6			0.07			841			26
31792			12			5			0.26			841			6
33482			49			7			0.09			841			26
33966			13			6			0.27			841			12
41186			68			6			0.06			841			26
43337			8			3			0.11			841			7
43486			34			6			0.11			841			26
43551			34			6			0.11			841			23
44807			20			5			0.09			841			12
54326			18			6			0.17			841			13
56781			11			3			0.15			841			5
64680			32			6			0.12			841			19
65065			10			5			0.4			841			7
67405			7			3			0.05			841			7
85946			7			4			0.19			841			7
118874			12			4			0.24			841			4
118877			11			4			0.25			841			4
8222			51			8			0.09			841			19
32686			11			4			0.15			841			4
935			5			3			0.1			841			5
936			17			3			0.04			841			5
951			13			3			0.17			841			5
128712			11			3			0.16			841			5
36141			10			3			0.09			841			5
49788			6			3			0.13			841			5
49793			5			3			0.1			841			5
50875			9			3			0.11			841			5
55374			8			3			0.07			841			5
55378			8			3			0.07			841			5
61668			1			2			1			841			1
61678			2			2			0			841			1
101489			5			3			0.1			841			5
101491			5			3			0.1			841			5
183112			1			2			1			841			1
20771			2			2			0			841			1
2022			37			4			0.05			841			8
4526			15			3			0.07			841			10
4889			60			4			0.06			841			17
9871			20			4			0.09			841			12
9872			40			4			0.05			841			13
16082			15			5			0.24			841			14
20919			22			4			0.1			841			13
21507			22			3			0.02			841			15
21511			22			3			0.0			841			13
24393			32			4			0.05			841			15
27046			64			8			0.09			841			16
27495			19			4			0.12			841			11
28668			43			4			0.07			841			14
32202			20			3			0.01			841			13
35605			32			4			0.04			841			16
36736			44			4			0.06			841			14
38306			17			3			0.07			841			13
51042			6			2			0			841			3
61782			15			4			0.15			841			12
71721			11			3			0.05			841			9
82877			13			3			0.14			841			10
102112			14			4			0.1			841			6
50007			4			2			0			841			4
158729			1			2			1			841			1
30518			8			3			0.25			841			4
58421			1			2			1			841			1
58445			1			2			1			841			1
88102			1			2			1			841			1
102163			1			2			1			841			1
114787			1			2			1			841			1
137282			2			2			0			841			2
943			9			3			0.19			841			7
944			12			3			0.06			841			6
946			10			3			0.02			841			6
49379			51			6			0.05			841			18
2729			10			3			0.02			841			6
11255			13			3			0.06			841			4
29162			19			3			0.06			841			4
68854			7			3			0.1			841			5
101017			9			3			0.06			841			7
107916			7			3			0.24			841			6
123886			6			3			0.2			841			3
126773			7			2			0			841			4
84800			1			2			1			841			1
178160			1			2			1			841			1
188136			1			2			1			841			1
188509			1			2			1			841			1
49373			2			2			0			841			2
62202			7			3			0.05			841			5
120961			23			2			0			841			9
947			4			3			0.5			841			3
948			5			3			0.1			841			3
5720			15			3			0.12			841			7
54756			9			3			0.14			841			3
129991			3			3			0.33			841			3
5391			3			3			0.33			841			3
37311			5			2			0			841			3
115011			4			2			0			841			2
949			13			4			0.13			841			7
950			7			3			0.19			841			5
3122			8			4			0.25			841			5
8195			17			4			0.16			841			7
17038			13			3			0.21			841			6
21527			26			4			0.11			841			8
68294			19			5			0.15			841			8
88671			10			4			0.18			841			7
107689			7			3			0.1			841			5
125683			8			3			0.25			841			6
148997			5			3			0.1			841			4
13162			24			5			0.08			841			8
16998			7			3			0.1			841			5
32706			1			2			1			841			1
50881			21			4			0.07			841			8
104927			11			3			0.09			841			7
23715			3			2			0			841			3
138973			2			2			0			841			2
138974			5			3			0.4			841			5
952			3			2			0			841			1
953			1			2			1			841			1
92788			1			2			1			841			1
170343			2			2			0			841			1
954			2			2			0			841			2
955			2			2			0			841			2
20027			17			3			0.03			841			3
34769			2			2			0			841			2
956			8			6			0.61			841			6
957			4			5			1.0			841			4
6757			28			6			0.2			841			8
7437			72			7			0.1			841			13
15024			63			7			0.11			841			10
20573			40			7			0.13			841			9
20576			10			6			0.51			841			6
83890			2			3			1.0			841			2
959			71			5			0.05			841			17
2026			10			3			0.07			841			8
7504			10			2			0			841			8
10817			33			5			0.11			841			16
11420			27			6			0.13			841			12
17677			31			5			0.1			841			17
19061			41			7			0.15			841			14
19062			42			8			0.16			841			14
19538			63			5			0.08			841			15
22513			59			8			0.07			841			19
25073			40			4			0.08			841			8
25074			32			7			0.16			841			12
25096			21			7			0.2			841			17
26899			16			4			0.04			841			11
27817			45			8			0.06			841			19
35657			15			7			0.36			841			10
40545			20			6			0.16			841			12
43436			12			3			0.02			841			10
43990			28			7			0.2			841			13
54625			16			4			0.17			841			7
55264			30			4			0.08			841			12
62624			30			6			0.15			841			10
64237			27			3			0.02			841			8
86868			10			3			0.02			841			8
91502			18			4			0.08			841			14
114085			6			3			0.27			841			4
130410			4			2			0			841			4
1296			33			4			0.04			841			7
4288			20			5			0.15			841			11
4650			69			4			0.04			841			15
9026			25			4			0.09			841			13
9027			32			6			0.1			841			14
10247			37			4			0.06			841			18
10334			7			4			0.33			841			6
10367			13			4			0.13			841			6
10789			20			5			0.17			841			10
12676			27			4			0.04			841			16
12678			80			8			0.07			841			17
12811			38			6			0.12			841			17
13538			43			4			0.06			841			16
14393			12			5			0.21			841			8
17207			26			5			0.1			841			10
23894			4			3			0.5			841			4
24501			19			5			0.15			841			10
29763			36			6			0.15			841			9
30845			66			7			0.06			841			16
34100			10			5			0.29			841			7
37105			45			4			0.07			841			9
38549			22			4			0.1			841			13
39913			18			5			0.18			841			10
41667			48			5			0.07			841			14
50602			2			2			0			841			2
53205			6			3			0.2			841			4
65541			4			4			0.67			841			4
68686			11			4			0.27			841			8
70847			20			4			0.08			841			9
74178			4			3			0.33			841			4
85504			2			2			0			841			2
87424			4			3			0.5			841			4
92749			4			3			0.5			841			4
99385			8			4			0.18			841			7
110389			10			3			0.02			841			9
111030			9			5			0.33			841			8
121152			12			3			0.06			841			4
125878			5			3			0.3			841			4
128271			3			2			0			841			3
139496			9			3			0.03			841			7
141531			5			3			0.2			841			4
150645			9			4			0.14			841			6
157659			5			3			0.1			841			5
9587			3			3			0.67			841			3
73613			8			3			0.07			841			6
86631			2			2			0			841			2
86637			5			3			0.4			841			5
1782			7			3			0.19			841			4
3257			85			6			0.06			841			17
4227			20			5			0.11			841			7
7128			29			5			0.08			841			8
8994			15			3			0.06			841			6
9917			18			3			0.08			841			8
14993			15			5			0.15			841			7
26982			24			6			0.11			841			10
28992			7			3			0.14			841			4
55429			39			6			0.08			841			11
72097			8			3			0.14			841			4
72281			3			2			0			841			3
90550			3			4			1.0			841			3
93474			3			2			0			841			3
93475			3			2			0			841			3
112192			2			3			1.0			841			2
112193			7			3			0.24			841			3
114831			7			3			0.19			841			4
115751			3			3			0.33			841			3
118801			3			3			0.67			841			3
125545			1			2			1			841			1
130094			7			3			0.14			841			5
133957			2			3			1.0			841			2
135867			4			3			0.17			841			2
137472			5			4			0.4			841			3
139111			4			3			0.33			841			2
146835			1			2			1			841			1
150863			1			2			1			841			1
163538			1			2			1			841			1
178310			1			2			1			841			1
180177			2			2			0			841			1
180434			1			2			1			841			1
190551			1			2			1			841			1
190552			1			2			1			841			1
79196			1			2			1			841			1
86615			2			2			0			841			2
190312			1			2			1			841			1
964			3			3			0.67			841			3
965			5			3			0.1			841			3
966			15			3			0.09			841			4
85123			4			2			0			841			3
88160			12			3			0.11			841			4
107047			2			2			0			841			2
124033			6			3			0.13			841			4
34355			4			3			0.17			841			4
45612			4			3			0.33			841			3
45777			10			4			0.2			841			5
49552			3			3			0.33			841			2
73176			5			3			0.1			841			4
85122			8			3			0.07			841			4
112486			9			3			0.11			841			2
121560			3			3			0.33			841			2
126182			3			3			0.67			841			2
133545			5			3			0.3			841			3
177696			1			2			1			841			1
177697			1			2			1			841			1
187834			1			2			1			841			1
967			5			4			0.4			841			4
968			10			4			0.2			841			4
19505			5			2			0			841			4
51136			11			3			0.04			841			4
19504			4			3			0.17			841			4
45048			5			4			0.4			841			4
45058			3			3			0.33			841			3
68033			4			3			0.17			841			4
115785			9			3			0.06			841			5
143613			3			2			0			841			3
162887			2			2			0			841			2
969			14			4			0.08			841			7
970			9			4			0.25			841			7
22702			2			2			0			841			2
44600			14			3			0.01			841			8
64485			2			2			0			841			2
88681			2			2			0			841			2
88795			2			2			0			841			2
88796			2			2			0			841			2
88802			2			2			0			841			2
113750			2			2			0			841			2
64477			15			3			0.04			841			7
972			11			3			0.16			841			2
973			2			2			0			841			1
69760			2			3			1.0			841			2
94698			2			3			1.0			841			2
113889			2			3			1.0			841			2
124275			2			3			1.0			841			2
124276			2			3			1.0			841			2
124277			2			3			1.0			841			2
124278			2			3			1.0			841			2
124280			2			3			1.0			841			2
124281			2			3			1.0			841			2
157650			1			2			1			841			1
974			16			3			0.03			841			5
975			3			2			0			841			2
18648			5			3			0.2			841			4
23227			3			2			0			841			2
60202			6			3			0.33			841			5
76705			2			2			0			841			2
79809			2			2			0			841			2
106220			6			3			0.27			841			5
107906			4			2			0			841			4
107968			2			2			0			841			2
113596			6			3			0.33			841			5
162249			4			2			0			841			4
178332			4			2			0			841			4
183946			2			2			0			841			2
190138			2			2			0			841			2
15419			14			2			0			841			4
79417			2			2			0			841			2
976			6			2			0			841			2
977			2			2			0			841			2
981			3			2			0			841			2
13732			3			2			0			841			2
128536			2			2			0			841			2
81739			6			2			0			841			2
3689			26			4			0.11			841			14
12355			34			5			0.15			841			14
12356			28			5			0.15			841			13
13049			46			5			0.1			841			18
15581			47			6			0.08			841			18
16379			33			5			0.12			841			17
24948			49			6			0.1			841			16
25161			34			5			0.09			841			18
27167			18			3			0.04			841			10
32360			11			3			0.02			841			10
33546			25			4			0.12			841			14
50559			74			6			0.09			841			16
54716			26			4			0.08			841			17
60012			18			3			0.07			841			9
60417			12			5			0.44			841			12
75567			24			5			0.16			841			12
89114			13			4			0.15			841			8
5446			7			5			0.62			841			6
7069			24			4			0.1			841			6
15347			26			5			0.11			841			10
15577			15			6			0.31			841			7
16422			10			2			0			841			2
18890			14			6			0.41			841			7
19885			53			6			0.09			841			8
21066			19			4			0.14			841			6
25160			16			4			0.05			841			13
35755			33			4			0.05			841			16
35930			33			5			0.09			841			15
36067			18			4			0.08			841			14
37842			38			4			0.07			841			18
37970			5			3			0.2			841			4
39392			20			5			0.12			841			7
51990			14			3			0.07			841			5
63577			21			5			0.14			841			6
66557			12			3			0.05			841			11
73745			12			4			0.15			841			4
74444			8			3			0.07			841			4
75655			14			4			0.11			841			8
87430			11			3			0.09			841			9
91078			6			3			0.13			841			5
99582			14			5			0.25			841			7
1724			34			4			0.08			841			16
8776			16			4			0.22			841			12
11705			14			6			0.46			841			9
11934			13			5			0.38			841			9
16416			11			4			0.4			841			9
17918			37			6			0.17			841			13
18646			18			3			0.01			841			10
28266			6			4			0.47			841			5
31299			11			4			0.13			841			5
31311			17			4			0.16			841			9
33610			13			6			0.38			841			9
38907			10			5			0.51			841			6
38909			11			5			0.44			841			6
47282			30			6			0.17			841			13
47330			21			4			0.09			841			8
61225			6			4			0.33			841			5
115901			14			3			0.04			841			5
13733			2			2			0			841			2
982			6			3			0.07			841			4
983			8			3			0.07			841			5
12431			5			3			0.1			841			3
126004			13			3			0.08			841			5
161695			8			3			0.04			841			4
11719			34			5			0.11			841			13
21351			15			3			0.09			841			10
87597			3			3			0.33			841			2
105055			15			3			0.05			841			5
182552			6			3			0.07			841			2
984			8			3			0.21			841			5
985			5			3			0.4			841			5
9477			5			3			0.4			841			5
14174			12			4			0.2			841			5
14175			25			4			0.08			841			5
44700			18			4			0.14			841			5
47819			9			3			0.17			841			5
94891			5			3			0.2			841			3
14173			8			3			0.25			841			5
66564			11			4			0.22			841			5
106235			7			3			0.24			841			5
987			19			5			0.27			841			17
3304			48			8			0.11			841			24
3483			16			4			0.2			841			12
5047			23			4			0.13			841			11
5461			4			3			0.5			841			4
7842			30			5			0.15			841			20
10190			20			6			0.28			841			15
15653			12			5			0.3			841			8
15744			16			3			0.03			841			5
15942			24			7			0.2			841			13
16800			25			4			0.05			841			13
17145			27			5			0.14			841			16
18643			41			5			0.11			841			26
20506			16			5			0.34			841			15
20619			9			4			0.11			841			9
21344			7			5			0.57			841			6
23214			33			7			0.09			841			18
26219			9			6			0.53			841			7
26656			20			4			0.09			841			11
29948			44			6			0.07			841			11
33343			3			3			0.67			841			3
34264			18			4			0.15			841			16
34511			22			5			0.2			841			16
35663			67			5			0.04			841			20
38396			10			4			0.2			841			6
40881			6			5			0.73			841			5
42607			17			5			0.34			841			16
43880			10			4			0.2			841			6
46554			10			3			0.13			841			5
49129			15			4			0.14			841			14
49687			20			5			0.29			841			16
60289			15			5			0.39			841			15
60465			9			5			0.44			841			7
62801			5			2			0			841			3
62805			2			2			0			841			2
62810			6			2			0			841			3
62811			3			2			0			841			2
62813			5			3			0.1			841			4
62818			10			4			0.11			841			5
63481			20			5			0.22			841			14
73748			17			5			0.4			841			16
77055			11			6			0.35			841			7
82901			4			3			0.33			841			3
84229			3			3			0.67			841			3
85542			16			4			0.07			841			11
85617			7			5			0.57			841			6
87101			8			5			0.46			841			6
87658			5			4			0.5			841			5
97159			4			2			0			841			3
97160			4			3			0.33			841			3
100961			6			4			0.33			841			6
131167			7			5			0.43			841			6
131328			16			5			0.35			841			15
172369			3			3			0.67			841			3
1412			30			5			0.16			841			24
42505			22			4			0.15			841			17
138906			2			2			0			841			2
140499			2			2			0			841			2
988			31			4			0.04			841			6
989			2			2			0			841			2
1007			2			2			0			841			2
10973			39			5			0.09			841			16
11400			4			2			0			841			3
11831			7			3			0.29			841			6
13854			21			4			0.1			841			9
26235			2			2			0			841			2
26259			2			2			0			841			2
31020			10			4			0.27			841			7
38769			3			2			0			841			2
40184			3			2			0			841			3
43098			4			3			0.5			841			4
61351			6			3			0.13			841			3
68162			9			3			0.14			841			3
94175			7			3			0.05			841			6
107218			6			3			0.13			841			3
110255			3			3			0.67			841			3
114217			17			4			0.17			841			5
121827			8			3			0.18			841			5
130107			7			3			0.19			841			5
130120			5			3			0.4			841			5
131571			2			2			0			841			2
140265			2			2			0			841			2
140897			2			2			0			841			2
156926			1			2			1			841			1
159915			1			2			1			841			1
170468			2			2			0			841			2
170791			1			2			1			841			1
26234			25			3			0.04			841			6
991			9			3			0.06			841			2
992			2			3			1.0			841			2
17135			7			2			0			841			1
51746			11			4			0.24			841			6
101065			1			2			1			841			1
101066			1			2			1			841			1
171091			1			2			1			841			1
173644			2			3			1.0			841			2
173647			1			2			1			841			1
186868			2			3			1.0			841			2
88437			4			3			0.17			841			4
995			33			3			0.02			841			12
4555			55			4			0.03			841			19
5411			44			5			0.07			841			19
5857			12			4			0.12			841			5
13250			18			5			0.21			841			11
14262			10			3			0.02			841			7
16389			20			4			0.03			841			13
18114			122			5			0.03			841			28
18554			27			4			0.18			841			11
19944			67			3			0.01			841			12
19963			13			3			0.09			841			10
19970			43			4			0.06			841			11
19972			25			4			0.05			841			9
19975			17			4			0.13			841			13
19988			23			4			0.06			841			10
19989			6			2			0			841			5
19992			8			3			0.04			841			6
19993			16			4			0.1			841			10
20223			22			5			0.11			841			13
22592			38			4			0.14			841			7
22966			16			4			0.09			841			12
24899			8			3			0.07			841			8
25170			30			4			0.03			841			17
25457			20			4			0.12			841			10
27599			38			4			0.06			841			11
28651			43			6			0.04			841			16
37241			14			4			0.23			841			11
37595			15			3			0.02			841			10
38956			25			4			0.1			841			10
42645			11			4			0.09			841			10
46715			14			4			0.11			841			8
49471			19			4			0.11			841			13
50144			35			5			0.13			841			9
50972			14			3			0.07			841			6
53672			12			4			0.09			841			12
54713			11			3			0.05			841			7
59729			18			4			0.11			841			6
61018			16			4			0.17			841			11
66556			7			3			0.1			841			7
70216			24			5			0.06			841			13
80004			7			3			0.05			841			5
81810			9			3			0.11			841			8
84042			18			4			0.15			841			10
86285			11			3			0.09			841			4
94475			5			2			0			841			4
96562			6			2			0			841			5
108265			25			4			0.07			841			17
114043			3			2			0			841			2
122636			4			2			0			841			4
125483			5			2			0			841			5
125489			9			2			0			841			4
141804			5			2			0			841			4
2423			19			3			0.03			841			12
3285			41			4			0.03			841			12
11018			47			3			0.0			841			12
19463			65			3			0.01			841			12
20763			61			4			0.02			841			12
20764			7			3			0.1			841			4
23653			11			4			0.13			841			5
26429			40			3			0.01			841			12
28257			7			2			0			841			6
29778			11			4			0.07			841			7
33042			34			4			0.01			841			12
46412			6			3			0.2			841			3
47609			10			2			0			841			8
58529			72			4			0.01			841			13
61168			6			3			0.27			841			4
61526			13			2			0			841			10
69985			4			3			0.33			841			3
86131			11			2			0			841			8
89745			4			3			0.17			841			3
100328			5			3			0.2			841			3
115221			4			2			0			841			3
120544			43			3			0.01			841			12
128811			4			2			0			841			3
131080			22			4			0.03			841			10
153456			1			2			1			841			1
153460			2			2			0			841			2
48644			5			3			0.3			841			3
997			5			3			0.1			841			2
998			1			2			1			841			1
20434			13			4			0.18			841			5
83015			7			4			0.38			841			5
96302			1			2			1			841			1
191923			1			2			1			841			1
999			15			4			0.1			841			6
1000			21			5			0.07			841			5
13884			40			7			0.16			841			14
30269			21			5			0.1			841			5
33007			28			6			0.15			841			7
33010			22			6			0.2			841			6
34054			21			3			0.02			841			3
73712			7			3			0.05			841			6
77178			2			2			0			841			1
87559			6			4			0.2			841			3
92195			6			3			0.13			841			3
160483			2			2			0			841			2
163959			1			2			1			841			1
163964			2			2			0			841			2
10289			5			3			0.1			841			2
11488			31			5			0.1			841			7
30969			8			5			0.32			841			5
33852			6			4			0.33			841			3
56657			11			5			0.2			841			5
59523			2			2			0			841			1
63350			2			3			1.0			841			2
63351			4			3			0.33			841			2
64596			8			3			0.07			841			2
67009			5			3			0.1			841			2
79339			4			2			0			841			3
88166			2			2			0			841			1
88168			3			2			0			841			1
88169			4			3			0.17			841			2
88171			3			3			0.33			841			2
88176			2			2			0			841			2
99959			7			4			0.29			841			5
140781			4			3			0.33			841			2
159904			4			2			0			841			2
1001			18			8			0.19			841			8
1002			118			12			0.07			841			14
4743			3			2			0			841			3
15707			49			6			0.09			841			11
53057			4			3			0.17			841			4
85174			3			3			0.67			841			3
90099			3			3			0.67			841			3
95581			2			3			1.0			841			2
98797			2			3			1.0			841			2
108018			2			3			1.0			841			2
149510			3			3			0.67			841			3
155562			5			3			0.1			841			5
160653			3			2			0			841			3
3621			8			6			0.46			841			6
4742			20			8			0.16			841			8
6348			8			7			0.64			841			6
7037			51			10			0.12			841			11
7637			11			5			0.13			841			4
11565			9			5			0.42			841			8
12119			42			10			0.19			841			11
12120			8			5			0.68			841			8
13718			1			2			1			841			1
13999			35			9			0.14			841			10
14025			7			3			0.14			841			4
14026			23			7			0.16			841			8
15301			6			4			0.53			841			4
16306			51			10			0.13			841			11
19025			9			5			0.53			841			8
19038			8			5			0.68			841			8
20107			17			8			0.21			841			8
21206			8			5			0.46			841			7
21207			22			6			0.25			841			8
25335			2			3			1.0			841			2
25748			4			4			0.67			841			4
26212			7			5			0.62			841			7
26257			17			7			0.34			841			8
26266			35			8			0.13			841			9
26281			8			6			0.61			841			6
26434			18			4			0.15			841			7
26437			21			7			0.22			841			8
26856			11			7			0.64			841			8
27474			11			5			0.38			841			8
30470			6			4			0.4			841			4
30735			58			10			0.14			841			11
30741			20			5			0.14			841			8
31199			8			4			0.36			841			7
31720			7			5			0.57			841			6
32788			10			7			0.78			841			10
32882			19			6			0.15			841			7
35857			13			5			0.35			841			8
36554			10			5			0.4			841			4
36673			8			3			0.25			841			4
36910			8			7			0.61			841			6
41587			20			5			0.22			841			11
41588			8			6			0.46			841			7
42024			5			3			0.2			841			4
42073			31			9			0.12			841			10
42075			24			11			0.3			841			11
44895			14			3			0.03			841			4
45648			9			5			0.56			841			8
45649			2			3			1.0			841			2
45725			26			7			0.17			841			10
52112			6			4			0.4			841			5
52548			12			6			0.36			841			7
52549			8			5			0.5			841			6
53836			4			4			0.5			841			3
58269			39			10			0.18			841			10
62030			4			3			0.33			841			3
62042			3			4			1.0			841			3
63305			26			6			0.15			841			8
64260			13			6			0.29			841			7
64341			10			5			0.29			841			6
65238			9			6			0.47			841			6
66256			11			5			0.27			841			7
67525			8			5			0.61			841			7
71589			3			2			0			841			3
72656			7			3			0.14			841			4
74319			3			2			0			841			2
76059			5			4			0.5			841			4
76164			4			4			0.67			841			3
76249			9			5			0.25			841			6
76712			10			6			0.33			841			6
77061			11			6			0.38			841			5
80145			3			4			1.0			841			3
80146			4			4			0.83			841			4
80147			9			5			0.28			841			6
82643			9			5			0.39			841			7
83418			4			4			0.83			841			4
83703			5			5			0.8			841			5
87590			5			5			0.7			841			5
89160			10			5			0.51			841			8
89374			5			3			0.3			841			4
89567			10			5			0.56			841			8
94724			2			2			0			841			2
96151			3			2			0			841			3
96152			2			2			0			841			2
99459			4			4			0.67			841			4
103713			4			4			0.5			841			4
108121			4			5			1.0			841			4
108656			4			5			1.0			841			4
109492			12			9			0.7			841			10
112398			3			3			0.33			841			3
113598			6			4			0.4			841			4
115332			5			5			0.7			841			4
116662			4			3			0.67			841			4
118883			1			2			1			841			1
119034			9			4			0.17			841			5
124692			8			4			0.25			841			4
136747			3			3			0.33			841			3
138265			2			2			0			841			2
146915			2			3			1.0			841			2
148299			4			4			0.83			841			4
163832			2			3			1.0			841			2
176573			2			2			0			841			2
180275			2			2			0			841			2
184852			2			3			1.0			841			2
1003			5			3			0.3			841			2
1004			1			2			1			841			1
44629			2			3			1.0			841			2
44941			3			3			0.67			841			2
144464			2			3			1.0			841			2
144549			4			3			0.33			841			2
1005			16			5			0.36			841			6
1006			107			7			0.08			841			9
14211			118			7			0.07			841			9
25371			52			6			0.11			841			9
79207			3			4			1.0			841			3
79225			5			5			0.9			841			5
79226			6			5			0.87			841			6
79316			10			6			0.69			841			8
109589			5			5			0.9			841			5
109599			4			5			1.0			841			4
111868			4			5			1.0			841			4
113838			4			4			0.5			841			3
114157			3			4			1.0			841			3
133528			4			5			1.0			841			4
134997			4			5			1.0			841			4
1981			7			7			0.9			841			7
1982			7			7			0.86			841			7
1990			8			7			0.86			841			7
6264			25			7			0.22			841			7
8203			4			5			1.0			841			4
8204			19			5			0.37			841			9
14178			18			6			0.34			841			6
21861			18			6			0.34			841			6
22597			24			6			0.28			841			9
22598			26			6			0.28			841			9
25903			13			6			0.28			841			7
25976			25			5			0.2			841			9
26538			14			5			0.46			841			6
32642			24			6			0.3			841			9
34390			19			5			0.31			841			9
34391			9			5			0.75			841			9
38354			5			5			0.9			841			5
39447			4			5			1.0			841			4
39451			5			5			0.9			841			5
39459			7			6			0.81			841			7
39463			4			5			1.0			841			4
39472			5			5			0.9			841			5
39595			26			6			0.26			841			9
39596			11			6			0.64			841			9
40568			17			6			0.24			841			6
40569			5			5			0.8			841			4
42257			9			6			0.61			841			6
45415			16			6			0.42			841			9
47086			5			5			0.9			841			5
47087			11			6			0.56			841			6
47267			6			5			0.87			841			5
47268			5			5			0.9			841			5
48943			27			6			0.22			841			6
49107			3			4			1.0			841			3
49113			7			6			0.81			841			6
49115			7			6			0.81			841			6
51289			17			5			0.4			841			9
51290			5			5			0.9			841			5
